"ID","time","x","y"
1,1,-0.0796920418520817,0.289955151190234
1,2,-0.0981162695972889,0.298950313863023
1,3,-0.0946373543023427,0.303645376491574
1,4,-0.0224435666589847,0.307397647791134
1,5,-0.0510856801360486,0.267735030079508
1,6,-0.115301548266727,0.19582982649473
2,6,0.274196890421817,0.220744424785931
1,7,-0.129997461977031,0.230032188657537
2,7,0.449597784817243,0.195890418558052
1,8,-0.102830289796665,0.182455822725979
2,8,0.539725715175388,0.151113474852969
3,8,0.113523137897107,0.191070505050386
1,9,-0.104848069513291,0.174827503181321
2,9,0.751227016711014,0.131887085785846
3,9,0.0556377727630151,0.205185416290712
1,10,-0.0374392488401063,0.200920321251276
2,10,0.74741203478789,-0.0291272205935735
3,10,-0.127773471540292,0.233362439090424
4,10,-0.0906759021492632,0.356299981583999
1,11,-0.120679324470538,0.238162844712201
2,11,0.750743017774917,0.1098403775466
3,11,-0.127330341803275,0.236304869429341
4,11,-0.114282398428072,0.238833847842433
5,11,-0.0532162713070716,0.18677809788369
1,12,-0.308869390481668,0.122096186460292
2,12,0.732888944169232,0.237116560089409
3,12,-0.104279825713337,0.272668657995766
4,12,-0.312401490251581,0.119298167047419
5,12,0.00797566038450159,0.146886879745763
1,13,-0.0867743819796133,0.241368207606482
2,13,0.770584685130627,-0.208313988562243
3,13,-0.103256645612777,0.280264795293436
4,13,-0.423015963665138,0.00983360830573848
5,13,0.129941429306102,-0.268999225251783
6,13,0.001978089479009,0.232049817804898
1,14,0.157794740274207,0.255283802874474
2,14,0.738946940337794,-0.455272262641219
3,14,-0.122365745344441,0.299639288814822
4,14,-0.435331081835173,0.0674155770490531
5,14,0.367128344349839,-0.0131450000789548
6,14,-0.17100017674471,0.26087683401788
1,15,0.525907581211281,0.122701886362006
2,15,0.75286881827684,-0.148789442356906
3,15,-0.124394274635392,0.234866061817235
4,15,-0.123807413122054,0.23500329881722
5,15,0.107401773673292,0.175663788312032
6,15,-0.393384133722454,0.339164892102939
1,16,0.513461560788451,0.0319562234040791
2,16,0.768197353845633,-0.222570371329241
3,16,-0.140756395162269,0.201175201591256
4,16,-0.12756313035133,0.175428608455519
5,16,-0.124427465622901,0.20454732767051
6,16,-0.116644573353997,0.293931346046884
1,17,0.729022506678008,0.238391981421438
2,17,0.737473627476395,-0.338145351498574
3,17,-0.0939492274368499,0.243135161483893
4,17,-0.0924054705605306,0.2433302964784
5,17,-0.531500340386538,0.198471789027423
6,17,-0.126526068472269,0.227294360330044
7,17,0.490559484794086,-0.0294344801082247
1,18,0.412488653084778,0.265677276203035
2,18,0.63317332688119,-0.0142533409447702
3,18,0.292084758610561,0.527174258190546
4,18,0.29954995788786,0.53162733603508
5,18,0.164691193913676,0.109447729844317
6,18,-0.101568337662812,0.253479713168588
7,18,0.552235340816209,-0.0479633168040933
1,19,0.159332399189114,0.235706229412367
2,19,0.0905977455952639,0.119036459797275
3,19,-0.122469482780079,0.249590268791158
4,19,-0.122167919980592,0.250216743154754
5,19,0.399998958224799,0.211012084995809
6,19,-0.425162971245117,0.0195158410886287
7,19,0.498714648081683,-0.197608191078822
1,20,0.214308091628595,0.152292829767825
2,20,-0.000474861784051941,0.107684788344849
3,20,-0.143413023692417,0.233535363948967
4,20,-0.142768629066335,0.232031860127915
5,20,0.394571882468026,0.369195831288631
6,20,-0.14234365741957,0.230690881196929
7,20,0.489561829448973,-0.278920899783928
1,21,0.116839201663164,0.177276085723891
2,21,-0.409894295776123,0.0192662189609235
3,21,-0.135756596658575,0.23188078724587
4,21,-0.135986363591815,0.232143235772443
5,21,0.641101529767339,0.600597701120495
6,21,-0.13621894290825,0.232393580940166
7,21,0.409142208154843,-0.325977662262521
1,22,0.0786308979316957,0.159320806748113
2,22,-0.337921353021495,0.329850652218483
3,22,-0.125510923229466,0.24335414516616
4,22,-0.125446143623106,0.243802736636673
5,22,0.703939391298568,0.791273040210936
6,22,-0.125927462643212,0.243904277255531
7,22,0.378353339485315,-0.648853278221726
9,22,-0.00720270960386973,0.343135331901651
1,23,0.0879210068096523,0.16887009228786
2,23,-0.106535995667316,0.217439638895469
3,23,-0.108730899041932,0.216715886072989
4,23,-0.107431662605993,0.21569740345063
5,23,0.701833147052476,0.781206320434388
6,23,-0.179745327033195,0.262234609278118
7,23,0.349008155632362,-0.447574648788398
9,23,0.154062357270082,0.23626948088595
1,24,-0.126127476307716,0.178546469279909
2,24,-0.101699872820387,0.145808039406626
3,24,-0.131363266274086,0.232385882092951
4,24,0.485407315129912,0.0437975273843757
5,24,0.573360943961912,0.519496922450759
6,24,-0.60728183245683,0.109445381589264
7,24,0.371054157951022,-0.292345230985141
9,24,0.501729186851941,0.170273985124954
1,25,-0.0782789520414762,0.285004956456643
2,25,-0.139451986738498,0.169206059685619
3,25,-0.0483949470579306,0.304533527939397
4,25,0.119461859168566,0.205616569271613
5,25,0.728666680085045,0.63772692785532
6,25,-0.35291496945374,0.103520503602534
7,25,0.525984835367597,-0.256978704679608
9,25,0.62486097782126,0.309772924807248
1,26,0.00479910465093893,0.274798799507713
2,26,-0.0936904490009267,0.263375015892123
3,26,0.00305556185727317,0.331612734752463
4,26,-0.0190606417945565,0.187484722946299
5,26,0.682591823044307,0.575843749206709
6,26,-0.59297483748251,0.331199299485418
7,26,0.591830463157206,-0.237552171824007
9,26,0.661512500962442,0.264304328465523
1,27,0.128077580396107,0.233545050232516
2,27,-0.103935569882166,0.225999840826147
3,27,-0.134502052319822,0.236176490153707
4,27,-0.103134617847384,0.225651579852008
5,27,0.722114640833665,0.630604044048959
6,27,-0.339878768390473,0.225150582718266
7,27,0.503978425878278,-0.197183227323524
9,27,0.642173743174438,0.362655098728661
1,28,-0.0834997975758756,0.286652088236245
2,28,-0.113154271915003,0.217906175476428
3,28,-0.137799764702334,0.238292246850592
4,28,-0.112451716906376,0.217633787898296
5,28,0.508109691603331,0.291405688239472
6,28,-0.169387021153912,0.189346218141029
7,28,0.552553017038022,-0.250473541304928
9,28,0.513989368276196,0.467199330858328
1,29,-0.0842615633274077,0.266929449802799
2,29,-0.122116305100403,0.216103352259574
3,29,-0.137555409668737,0.236190603803553
4,29,-0.121697888912989,0.216165958136665
5,29,0.613740049197365,0.319649981234598
6,29,-0.122634378305129,0.215780754627868
7,29,0.688707560990285,-0.377225332167717
9,29,0.299683005024886,0.420640075385344
1,30,-0.228622789370138,0.28413616130537
2,30,-0.103823700039668,0.235219423574974
3,30,-0.132000305940006,0.234488430095233
4,30,-0.103862490666133,0.236700603727388
5,30,0.708374539199365,0.3461472624251
6,30,-0.103092743720388,0.233987322249589
7,30,0.404283260806836,-0.332472751562235
9,30,0.151466272131217,0.324790770757973
1,31,-0.233312626726727,0.318361505256352
2,31,-0.116273490721168,0.282155678984497
3,31,-0.138950113992523,0.23640309789948
4,31,-0.115917303550297,0.282067099041307
5,31,0.352674481080064,0.249471624190859
6,31,0.0866137835947064,0.260348868189242
7,31,0.413819986136849,-0.630132030905704
9,31,0.0749965758525961,0.217770747552549
1,32,-0.121750844751139,0.327647555378991
2,32,-0.135493593884468,0.233529087425396
3,32,-0.134322083133779,0.235136116854681
4,32,-0.135624634932971,0.234080659848122
5,32,0.415665084622174,0.272456200746914
6,32,0.227582810147802,0.273980715984132
7,32,0.627865116379721,-0.252886415771779
9,32,-0.20033386560315,0.193098559140465
1,33,0.256715559073731,0.315721508090753
2,33,-0.417445453268581,0.0860566433408999
3,33,-0.1354939357096,0.23209955638573
4,33,-0.41547770098609,0.0860993861890437
5,33,0.270033311137634,0.294298754038947
6,33,0.285806703131639,0.327414943919072
7,33,0.375555383561289,-0.0786311600760187
1,34,0.472562636435188,0.459497653729417
2,34,-0.323381568351349,0.238665530721462
3,34,-0.137794358362035,0.233155541579691
4,34,-0.326708323065394,0.240223113113118
5,34,0.24140958312689,0.438743418597012
6,34,0.474475404639482,0.460227946351824
7,34,0.321295350161252,-0.04779581526309
1,35,0.236270017391011,0.362523664659272
2,35,-0.18289447634016,0.240742402122892
3,35,-0.142615099322367,0.230438480764633
4,35,-0.183326571509509,0.241965504372028
5,35,0.24736147857491,0.461064167424233
6,35,0.236344612137358,0.362657657912885
1,36,0.175992434036674,0.295901477783041
2,36,-0.350758082695844,0.302495271330192
3,36,-0.132461895664727,0.234695478339548
4,36,-0.354949336249032,0.304816435265492
5,36,0.312810905039744,0.425694521488948
1,37,0.1338215759317,0.26096721128931
2,37,-0.132454269544009,0.229545928696332
3,37,-0.139624329307647,0.231090210246098
4,37,-0.132912723627613,0.230788673215654
5,37,0.309649813318962,0.43492133025609
1,38,0.0713351593581503,0.245697459295699
2,38,-0.121172311749621,0.220450513459579
3,38,-0.133632404423614,0.233694061816785
4,38,-0.120689513921873,0.220629740543207
5,38,0.42246412510596,0.392223123877997
1,39,-0.0206728219011356,0.251447838827449
2,39,-0.0974290413703499,0.204226514601732
3,39,-0.122923163613406,0.193209246886982
4,39,-0.114644559221519,0.296470209660295
5,39,0.418014699867812,0.251989723201696
1,40,-0.0297850643131994,0.253901941562903
2,40,-0.198474361139725,0.261670972021293
3,40,-0.128022769838553,0.23212738384604
4,40,-0.123464004213375,0.292898384727172
5,40,0.280691686711991,0.320650853502598
8,40,-0.121939029092885,0.23247516691267
1,41,0.0701444865355786,0.232411905585554
2,41,-0.143608809733418,0.256148721367714
3,41,-0.0287579463189055,0.26120270294813
4,41,-0.1178662528504,0.267310127167491
5,41,0.36377242746196,0.391717729954066
8,41,-0.244307311447929,0.216184288840441
1,42,-0.0672670830030564,0.291930406477674
2,42,-0.346604021391885,0.100575643122438
3,42,-0.0684686975010759,0.269699785937679
4,42,-0.0724144312741707,0.249621160671082
5,42,0.274481920062174,0.341664111512644
8,42,-0.411107829686753,0.0783118912407775
1,43,-0.119389148514411,0.290673700442707
2,43,-0.475035804961715,0.192982963263514
3,43,-0.140551894428097,0.237133726826439
4,43,-0.00107089526290412,0.179582331453359
5,43,0.279799209986364,0.242390601804073
8,43,-0.47242297130793,0.198314549124929
1,44,-0.206443993903458,0.281589487300271
2,44,-0.600401831637537,-0.0484834269787816
3,44,-0.138338061768898,0.231323660895113
4,44,0.100577579341507,0.237295709712792
5,44,0.179127322265173,0.19606029875009
8,44,-0.114979072068976,0.289719296985391
1,45,-0.177174454198753,0.292965759452317
2,45,-0.128622249593429,0.217139440112184
3,45,-0.133779064239862,0.231405502179933
4,45,0.445200097981118,0.238767198839493
5,45,0.049026279593541,0.246178813061933
8,45,0.0316026895889526,0.297894561713246
1,46,-0.141991538761323,0.311228186767744
2,46,0.00594446485430641,0.232958183231144
3,46,-0.132940684664942,0.234517142144499
4,46,0.529815138522656,0.102325639666007
5,46,-0.222395375512476,0.266019219461441
7,46,0.168023778160896,0.04315395956914
8,46,-0.107959031061179,0.23796496314177
1,47,-0.179506782349478,0.310453405345543
2,47,-0.114666552249311,0.22783197754082
3,47,-0.135361207523569,0.229932345370056
4,47,-0.382728702424067,0.294622170638223
5,47,-0.726422923715897,0.357446290455884
6,47,-0.171939768433464,0.171847844698623
7,47,0.141358556894523,0.132008325581422
8,47,-0.0362839666813603,0.244890855788166
1,48,-0.183258851307866,0.307972340883281
2,48,-0.104740183860009,0.209023081287908
3,48,-0.129641346347135,0.232028943074063
4,48,0.535849238313537,0.366989497796219
5,48,-0.6262321824568,0.383866346695035
6,48,-0.174892690420708,0.159999815246231
7,48,-0.176404310889927,0.212758181952707
8,48,-0.122862271788534,0.237850095417553
1,49,-0.146474229453659,0.312888347068937
2,49,0.408176576047495,-0.488902800521832
3,49,-0.135077736823569,0.23684721499402
4,49,0.547712870565253,0.395220641996774
5,49,0.23950535180629,0.24568295561317
6,49,-0.177845612407953,0.14815178579384
7,49,-0.515644638921906,0.321916828733153
8,49,0.0544827119365296,0.254028215861252
1,50,-0.0416692497306382,0.35278000228296
2,50,0.539426324260808,-0.221611693723644
3,50,-0.0997197084776496,0.287414617436848
4,50,0.59919340833355,0.38668602014882
5,50,0.522916845790372,0.00807089079453315
6,50,-0.180798534395198,0.136303756341448
7,50,-0.695063809411347,0.140973410636514
8,50,-0.121389949817666,0.23670032827902
1,51,-0.000262929989241077,0.368204071167425
2,51,0.7636719066933,-0.11283939303093
3,51,-0.1394105779858,0.234200188418396
4,51,0.650673946101848,0.378151398300865
5,51,0.757970725617953,-0.229245456460637
6,51,-0.183751456382443,0.124455726889057
7,51,0.0794820390929208,0.533206191489002
8,51,-0.0737241225268553,0.197699042663841
1,52,-0.0224053594561337,0.394279676126117
2,52,0.706753309542915,-0.424780874649261
3,52,-0.131462792813287,0.233406978861956
4,52,0.354566898673809,0.299501584703722
5,52,0.359156151322194,0.0783820834015269
6,52,-0.168704702612679,0.105910671672259
7,52,-0.0713306145363527,0.419932116463702
8,52,-0.0709227088971884,0.416658660189127
1,53,-0.073048256845294,0.412745504781622
2,53,0.431667455626158,0.0827359343343732
3,53,-0.139454332134048,0.232396658939816
4,53,0.298408423068818,0.270738358152807
5,53,0.181200120321996,0.0808325562329888
7,53,-0.0754054547467217,0.29133974331617
8,53,-0.11335189922018,0.230650519669159
1,54,-0.054543270526643,0.403114591867087
2,54,0.593179222891984,0.326834163400971
3,54,-0.137010639978458,0.234158353341911
4,54,0.242249947463827,0.241975131601893
5,54,-0.0539657108748475,0.148076982376557
7,54,-0.10640665449919,0.221793486354073
8,54,-0.391011571597026,0.0115072545562981
1,55,-0.0423146675302411,0.375745541691778
2,55,0.33782905148333,0.260883558480493
3,55,-0.159919706718856,0.267427482483222
4,55,0.331554789178902,0.284866578369052
5,55,-0.282944100955786,0.218409693387575
7,55,-0.116716653221142,0.179570649901963
8,55,0.162060066531042,-0.0102642075517075
1,56,-0.0692902694030211,0.353488298268671
2,56,0.227458515524255,0.26113716493465
3,56,-0.141473880830349,0.231695546524846
4,56,0.175215390729594,0.277985522562451
5,56,-0.611318221427138,0.28457895708576
7,56,-0.445626355104517,0.257673324516075
8,56,0.181002326963791,-0.193947626336998
1,57,-0.236636283364881,0.302752773336035
2,57,0.274941275062598,0.28690184017285
3,57,-0.152184660396492,0.254944752091774
4,57,-0.173134128341501,0.290105968829254
5,57,-0.748095463481354,0.348687993248159
7,57,-0.160328020888654,0.228982610834312
8,57,0.412508814960015,-0.568175103298577
1,58,-0.185221658848738,0.301060778807817
2,58,0.686764088176965,0.488884792258338
3,58,-0.338523409637397,0.255580021528718
4,58,-0.521483647412595,0.302226415096057
5,58,-0.530075357269875,0.361094535074539
7,58,-0.339298035363815,0.255251665721418
8,58,0.757767852315705,-0.355306163420798
1,59,-0.170887567388176,0.299684744138542
2,59,0.472893616889144,0.132406872059365
3,59,-0.348482939871279,0.273637603412297
4,59,-0.226143664656287,0.222733444505152
5,59,-0.626067707217142,0.543334433995644
7,59,-0.348605648179295,0.271384131933355
8,59,0.657555364978822,-0.294210090544291
1,60,-0.158653645952638,0.316686958486855
2,60,0.628071546664566,-0.331877235791095
3,60,-0.343334218757594,0.273473436645986
4,60,-0.00459718638802653,0.218125738243822
5,60,-0.733231035127864,0.23742960197818
6,60,0.74,0.3
7,60,-0.343536212588658,0.271261093371692
8,60,0.118793495607799,0.0646277165058652
1,61,-0.135201400520854,0.325205244042034
2,61,0.259468146774104,0.0791301655119897
3,61,-0.141809319710839,0.233860362158344
4,61,0.157540798296499,0.198701389265181
5,61,-0.376531942103934,0.277786072273825
7,61,-0.141619684175238,0.233828900929833
8,61,0.178670655774755,0.145713549232468
1,62,-0.0777721635395233,0.30880453583224
2,62,0.0325813131204471,0.19290007675144
3,62,-0.139953841261586,0.232265250789179
4,62,-0.0352917401524951,0.192534040554633
5,62,-0.335999496214762,0.281678770434534
7,62,-0.341968401749278,0.206038159821535
8,62,0.032641981693114,0.192701954314777
1,63,0.0900406679557889,0.300592912136423
2,63,-0.412567774170723,0.331237115027112
3,63,-0.136792714091825,0.231857640908377
4,63,-0.0425653333602696,0.187610808010069
5,63,-0.729941139717189,0.477725728268277
7,63,-0.144884948349754,0.224899430658553
8,63,0.0215445599541575,0.242281036209957
1,64,0.231423089099251,0.231256600373866
2,64,-0.418544100005558,0.080498672605086
3,64,-0.132081247234915,0.230931375808605
4,64,-0.030241689843902,0.173776088925643
5,64,-0.631776825616707,0.578202419167718
7,64,-0.206189838339138,0.229728699880694
8,64,0.365188831609671,0.254165028993327
1,65,0.0860878839524506,0.258629234462257
2,65,-0.286846650813395,0.321050887476641
3,65,-0.25849977962445,0.304253222974206
5,65,-0.732265330381043,0.48111926511257
7,65,-0.272414920130775,0.312580392494238
8,65,0.489937166674992,0.301540692635446
1,66,-0.0755548136346662,0.275346483798717
2,66,-0.274437662645741,0.244051299821878
3,66,-0.263213475692404,0.243447784039138
5,66,-0.621308562767718,0.487976534246511
7,66,-0.271630724487317,0.24413442485184
8,66,0.654688179609315,0.267177956755073
1,67,-0.118264089257741,0.253515991642571
2,67,-0.0799469338548731,0.231451631794096
3,67,-0.148087592596758,0.220148357261796
5,67,0.0811441230128296,0.270700361741191
7,67,-0.147853488515389,0.21948794428139
8,67,0.0867365325521045,0.19712508179919
1,68,-0.237749906024864,0.261436355990745
2,68,-0.413167198051177,0.166419579057329
3,68,-0.270971868851774,0.145136547656097
5,68,0.461301606468613,0.208767826178397
7,68,-0.278139926399693,0.140383845383625
8,68,-0.323227923804393,0.256624926933518
1,69,-0.288619641710948,0.261386940843538
2,69,-0.134073112558572,0.222005741904083
